YEAR;MONTH;DAY;FATALITIES;CENTROID_LATITUDE;CENTROID_LONGITUDE
2017;7;29;[11, 12, 39, 7, 10, 33, 25, 71, 81, 8, 25, 6, 44, 15, 6, 0, 11, 0, 20, 53, 4, 10, 108, 30, 46, 32, 43];['36,966', '35,2572', '35,79', '36,5288', '32,4966', '36,2086', '33,1547', '34,2063', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '30,8409', '33,6167', '32,5116', '35,7152', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '69,109', '66,9116', '62,41', '64,7689', '67,7536', '64,5817', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '62,4753', '69,2837', '68,6546', '66,088', '66,0076', '68,16', '67,0193']
2017;8;5;[24, 34, 9, 2, 44, 38, 23, 12, 22, 6, 3, 0, 36, 10, 6, 8, 10, 16, 6, 26, 52, 45, 0, 0, 44, 0, 32, 2, 37];['36,966', '35,2572', '35,79', '36,5288', '32,4966', '36,2086', '33,1547', '34,2063', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '33,6167', '32,5116', '35,0024', '35,9925', '35,7152', '36,6997', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '69,109', '66,9116', '62,41', '64,7689', '67,7536', '64,5817', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '69,2837', '68,6546', '68,758', '67,7275', '66,088', '69,6309', '66,0076', '68,16', '67,0193']
2017;8;12;[13, 13, 13, 2, 0, 13, 22, 25, 30, 8, 15, 3, 28, 16, 7, 4, 13, 0, 22, 25, 0, 41, 65, 0, 35, 0, 11, 4, 45];['36,966', '35,2572', '35,79', '36,5288', '32,4966', '36,2086', '33,1547', '34,2063', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '35,4698', '33,6167', '32,5116', '35,0024', '35,7152', '36,6997', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '69,109', '66,9116', '62,41', '64,7689', '67,7536', '64,5817', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '71,1173', '69,2837', '68,6546', '68,758', '66,088', '69,6309', '66,0076', '68,16', '67,0193']
2017;8;19;[0, 5, 13, 31, 0, 5, 17, 103, 24, 54, 0, 8, 0, 29, 6, 0, 6, 57, 3, 2, 25, 4, 21, 44, 10, 0, 5, 0, 40, 17, 6];['36,966', '35,2572', '35,79', '36,5288', '33,6473', '32,4966', '36,2086', '33,1547', '34,2063', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '30,8409', '35,4698', '33,6167', '32,5116', '35,0024', '35,7152', '36,6997', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '69,109', '66,9116', '66,3457', '62,41', '64,7689', '67,7536', '64,5817', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '62,4753', '71,1173', '69,2837', '68,6546', '68,758', '66,088', '69,6309', '66,0076', '68,16', '67,0193']
2017;8;26;[15, 0, 0, 0, 12, 2, 3, 34, 0, 3, 38, 0, 0, 1, 13, 0, 3, 8, 2, 0, 33, 0, 0, 16, 0, 8];['35,2572', '35,79', '36,5288', '33,6473', '36,2086', '33,1547', '34,2063', '31,3969', '34,239', '36,7115', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '30,8409', '33,6167', '32,5116', '35,0024', '36,6997', '32,8013', '34,2374', '32,2774'];['63,5813', '69,109', '66,9116', '66,3457', '64,7689', '67,7536', '64,5817', '64,0428', '62,0679', '65,9384', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '62,4753', '69,2837', '68,6546', '68,758', '69,6309', '66,0076', '68,16', '67,0193']
2017;9;2;[16, 0, 12, 8, 12, 19, 0, 33, 0, 2, 0, 51, 14, 5, 0, 36, 5, 0, 34, 6, 20, 14, 13, 2, 0, 14, 9, 3];['35,2572', '35,79', '36,5288', '32,4966', '36,2086', '33,1547', '34,2063', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '35,4698', '33,6167', '32,5116', '35,0024', '35,9925', '35,7152', '32,8013', '34,2374', '32,2774'];['63,5813', '69,109', '66,9116', '62,41', '64,7689', '67,7536', '64,5817', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '71,1173', '69,2837', '68,6546', '68,758', '67,7275', '66,088', '66,0076', '68,16', '67,0193']
2017;9;9;[0, 9, 0, 4, 0, 8, 4, 27, 0, 15, 2, 14, 0, 38, 8, 11, 5, 0, 10, 80, 0, 42, 9, 0, 0, 0, 38, 1, 6];['36,966', '35,2572', '35,79', '36,5288', '33,6473', '32,4966', '36,2086', '33,1547', '34,2063', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '30,8409', '35,4698', '33,6167', '35,0024', '35,7152', '36,6997', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '69,109', '66,9116', '66,3457', '62,41', '64,7689', '67,7536', '64,5817', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '62,4753', '71,1173', '69,2837', '68,758', '66,088', '69,6309', '66,0076', '68,16', '67,0193']
2017;9;16;[18, 8, 14, 24, 64, 28, 44, 4, 6, 0, 57, 0, 76, 8, 4, 16, 15, 7, 48, 0, 13, 8, 2, 0, 20, 1, 10];['36,966', '35,2572', '35,79', '36,5288', '32,4966', '36,2086', '33,1547', '34,2063', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '30,8409', '33,6167', '32,5116', '35,9925', '36,6997', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '69,109', '66,9116', '62,41', '64,7689', '67,7536', '64,5817', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '62,4753', '69,2837', '68,6546', '67,7275', '69,6309', '66,0076', '68,16', '67,0193']
2017;9;23;[0, 3, 3, 3, 37, 5, 11, 37, 4, 19, 3, 13, 4, 0, 15, 82, 25, 23, 4, 44, 7, 1, 9, 20, 8, 16];['36,966', '35,2572', '36,5288', '34,6954', '32,4966', '36,2086', '33,1547', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '33,3768', '36,8038', '34,8092', '33,9823', '34,3726', '33,6167', '32,5116', '35,0024', '35,9925', '36,6997', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '66,9116', '67,3383', '62,41', '64,7689', '67,7536', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '69,8967', '68,6663', '70,2703', '69,1949', '70,3664', '69,2837', '68,6546', '68,758', '67,7275', '69,6309', '66,0076', '68,16', '67,0193']
2017;9;30;[6, 7, 3, 3, 2, 3, 38, 26, 40, 2, 13, 34, 1, 0, 0, 19, 105, 0, 11, 9, 4, 15, 15, 0, 0, 133, 1, 3];['36,966', '35,2572', '36,5288', '34,6954', '32,4966', '36,2086', '33,1547', '34,2063', '31,3969', '34,239', '36,7115', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '35,4698', '33,6167', '32,5116', '35,0024', '35,9925', '36,6997', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '66,9116', '67,3383', '62,41', '64,7689', '67,7536', '64,5817', '64,0428', '62,0679', '65,9384', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '71,1173', '69,2837', '68,6546', '68,758', '67,7275', '69,6309', '66,0076', '68,16', '67,0193']
2017;10;7;[34, 39, 10, 8, 12, 44, 33, 10, 66, 4, 58, 2, 18, 1, 0, 5, 17, 0, 6, 62, 9, 13, 1, 0, 15, 0, 44];['36,966', '35,2572', '35,79', '36,5288', '32,4966', '36,2086', '33,1547', '34,2063', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '33,6167', '32,5116', '35,0024', '36,6997', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '69,109', '66,9116', '62,41', '64,7689', '67,7536', '64,5817', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '69,2837', '68,6546', '68,758', '69,6309', '66,0076', '68,16', '67,0193']
2017;10;14;[0, 4, 1, 13, 19, 4, 98, 15, 116, 24, 21, 1, 87, 0, 10, 5, 0, 0, 73, 5, 11, 13, 40, 0, 0, 5, 0, 22, 9, 5];['36,966', '35,2572', '35,79', '36,5288', '32,4966', '36,2086', '33,1547', '34,2063', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '30,8409', '35,4698', '33,6167', '32,5116', '35,0024', '35,9925', '35,7152', '36,6997', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '69,109', '66,9116', '62,41', '64,7689', '67,7536', '64,5817', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '62,4753', '71,1173', '69,2837', '68,6546', '68,758', '67,7275', '66,088', '69,6309', '66,0076', '68,16', '67,0193']
2017;10;21;[3, 8, 34, 14, 22, 18, 120, 3, 150, 73, 97, 0, 20, 1, 9, 4, 12, 10, 31, 23, 4, 8, 12, 4, 0, 3, 50, 16, 44];['36,966', '35,2572', '35,79', '36,5288', '32,4966', '36,2086', '33,1547', '34,2063', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '30,8409', '35,4698', '33,6167', '32,5116', '35,0024', '35,7152', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '69,109', '66,9116', '62,41', '64,7689', '67,7536', '64,5817', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '62,4753', '71,1173', '69,2837', '68,6546', '68,758', '66,088', '66,0076', '68,16', '67,0193']
2017;10;28;[0, 29, 0, 0, 24, 2, 35, 27, 3, 9, 2, 29, 0, 18, 0, 19, 0, 12, 18, 0, 12, 0, 5, 29, 2, 0];['35,2572', '35,79', '36,5288', '34,6954', '32,4966', '36,2086', '33,1547', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '33,6167', '32,5116', '35,9925', '36,6997', '32,8013', '34,2374', '32,2774'];['63,5813', '69,109', '66,9116', '67,3383', '62,41', '64,7689', '67,7536', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '69,2837', '68,6546', '67,7275', '69,6309', '66,0076', '68,16', '67,0193']
2017;11;4;[0, 10, 12, 0, 0, 41, 8, 6, 0, 0, 10, 0, 0, 9, 0, 12, 11, 20, 7, 40, 15, 0];['35,2572', '35,79', '36,5288', '32,4966', '36,2086', '33,1547', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '33,3768', '35,0052', '34,8092', '33,9823', '34,3726', '33,6167', '32,5116', '32,8013', '34,2374', '32,2774'];['63,5813', '69,109', '66,9116', '62,41', '64,7689', '67,7536', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '69,8967', '71,0407', '70,2703', '69,1949', '70,3664', '69,2837', '68,6546', '66,0076', '68,16', '67,0193']
2017;11;11;[0, 0, 0, 0, 58, 0, 7, 67, 75, 0, 77, 3, 0, 0, 13, 0, 0, 10, 0, 0, 0, 14, 0, 0];['36,966', '35,2572', '35,79', '36,5288', '32,4966', '36,2086', '33,1547', '31,3969', '34,239', '34,5253', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '33,6167', '32,5116', '36,6997', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '69,109', '66,9116', '62,41', '64,7689', '67,7536', '64,0428', '62,0679', '69,3433', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '69,2837', '68,6546', '69,6309', '66,0076', '68,16', '67,0193']
2017;11;18;[0, 7, 4, 0, 34, 4, 12, 43, 4, 9, 0, 66, 5, 0, 2, 4, 3, 8, 84, 0, 4, 4, 0, 0, 17, 37, 12];['35,2572', '35,79', '36,5288', '33,6473', '32,4966', '36,2086', '33,1547', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '35,4698', '33,6167', '32,5116', '35,9925', '35,7152', '32,8013', '34,2374', '32,2774'];['63,5813', '69,109', '66,9116', '66,3457', '62,41', '64,7689', '67,7536', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '71,1173', '69,2837', '68,6546', '67,7275', '66,088', '66,0076', '68,16', '67,0193']
2017;11;25;[0, 0, 4, 0, 14, 10, 39, 20, 4, 12, 0, 11, 3, 6, 0, 7, 6, 2, 47, 20, 0, 3, 0, 0, 51, 34, 7];['36,966', '35,2572', '35,79', '33,6473', '32,4966', '36,2086', '33,1547', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '30,8409', '33,6167', '32,5116', '35,0024', '36,6997', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '69,109', '66,3457', '62,41', '64,7689', '67,7536', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '62,4753', '69,2837', '68,6546', '68,758', '69,6309', '66,0076', '68,16', '67,0193']
2017;12;2;[3, 0, 0, 0, 19, 7, 101, 0, 55, 4, 6, 0, 42, 13, 0, 41, 5, 18, 86, 7, 33, 5, 47, 10, 26];['35,2572', '35,79', '36,5288', '33,6473', '32,4966', '36,2086', '33,1547', '34,2063', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '35,4698', '33,6167', '32,5116', '32,8013', '34,2374', '32,2774'];['63,5813', '69,109', '66,9116', '66,3457', '62,41', '64,7689', '67,7536', '64,5817', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '71,1173', '69,2837', '68,6546', '66,0076', '68,16', '67,0193']
2017;12;9;[0, 0, 3, 63, 3, 57, 0, 0, 75, 0, 4, 7, 2, 2, 6, 107, 3, 0, 0, 7, 0, 23, 12, 34, 0, 0];['35,2572', '36,5288', '32,4966', '36,2086', '33,1547', '31,3969', '34,239', '36,7115', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '30,8409', '35,4698', '33,6167', '32,5116', '35,0024', '35,7152', '36,6997', '32,8013', '34,2374', '32,2774'];['63,5813', '66,9116', '62,41', '64,7689', '67,7536', '64,0428', '62,0679', '65,9384', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '62,4753', '71,1173', '69,2837', '68,6546', '68,758', '66,088', '69,6309', '66,0076', '68,16', '67,0193']
2017;12;16;[2, 2, 0, 3, 11, 22, 121, 0, 2, 12, 0, 30, 20, 5, 0, 72, 0, 0, 3, 42, 0, 8, 49, 20, 8];['35,2572', '35,79', '36,5288', '32,4966', '36,2086', '33,1547', '31,3969', '34,239', '34,5253', '31,0757', '34,9093', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '30,8409', '35,4698', '33,6167', '32,5116', '35,0024', '35,7152', '32,8013', '34,2374', '32,2774'];['63,5813', '69,109', '66,9116', '62,41', '64,7689', '67,7536', '64,0428', '62,0679', '69,3433', '65,6926', '69,7471', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '62,4753', '71,1173', '69,2837', '68,6546', '68,758', '66,088', '66,0076', '68,16', '67,0193']
2017;12;23;[0, 0, 3, 0, 0, 4, 97, 6, 0, 20, 0, 0, 16, 7, 9, 0, 0, 0, 0, 78, 0, 5];['35,2572', '35,79', '36,5288', '32,4966', '36,2086', '33,1547', '31,3969', '34,239', '34,5253', '31,0757', '33,3768', '35,0052', '34,8092', '33,9823', '34,3726', '30,8409', '33,6167', '32,5116', '35,7152', '32,8013', '34,2374', '32,2774'];['63,5813', '69,109', '66,9116', '62,41', '64,7689', '67,7536', '64,0428', '62,0679', '69,3433', '65,6926', '69,8967', '71,0407', '70,2703', '69,1949', '70,3664', '62,4753', '69,2837', '68,6546', '66,088', '66,0076', '68,16', '67,0193']
2017;12;30;[0, 4, 1, 4, 55, 0, 55, 8, 0, 7, 13, 0, 13, 10, 24, 14, 64, 0, 0, 1, 0, 3, 0, 10, 7, 3];['35,2572', '36,5288', '32,4966', '36,2086', '33,1547', '34,2063', '31,3969', '34,239', '34,5253', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '33,6167', '32,5116', '35,0024', '35,9925', '35,7152', '36,6997', '32,8013', '34,2374', '32,2774'];['63,5813', '66,9116', '62,41', '64,7689', '67,7536', '64,5817', '64,0428', '62,0679', '69,3433', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '69,2837', '68,6546', '68,758', '67,7275', '66,088', '69,6309', '66,0076', '68,16', '67,0193']
2018;1;6;[0, 0, 17, 0, 7, 4, 34, 2, 42, 7, 1, 0, 8, 0, 0, 36, 30, 16, 4, 94, 4, 2, 21, 1, 83, 0, 5];['35,2572', '35,79', '36,5288', '33,6473', '32,4966', '36,2086', '33,1547', '34,2063', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '30,8409', '35,4698', '33,6167', '32,5116', '32,8013', '34,2374', '32,2774'];['63,5813', '69,109', '66,9116', '66,3457', '62,41', '64,7689', '67,7536', '64,5817', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '62,4753', '71,1173', '69,2837', '68,6546', '66,0076', '68,16', '67,0193']
2018;1;13;[10, 11, 14, 17, 1, 92, 16, 33, 4, 46, 31, 3, 0, 20, 0, 0, 4, 60, 30, 8, 146, 10, 18, 0, 4, 0, 0, 21, 12, 2];['36,966', '35,2572', '35,79', '36,5288', '33,6473', '32,4966', '36,2086', '33,1547', '34,2063', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '30,8409', '35,4698', '33,6167', '35,9925', '35,7152', '36,6997', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '69,109', '66,9116', '66,3457', '62,41', '64,7689', '67,7536', '64,5817', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '62,4753', '71,1173', '69,2837', '67,7275', '66,088', '69,6309', '66,0076', '68,16', '67,0193']
2018;1;20;[2, 1, 18, 26, 16, 29, 0, 54, 1, 45, 46, 3, 8, 8, 12, 8, 7, 135, 7, 0, 0, 0, 0, 20, 9, 0, 11];['35,2572', '35,79', '36,5288', '32,4966', '36,2086', '33,1547', '34,2063', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '30,8409', '35,4698', '33,6167', '32,5116', '35,9925', '35,7152', '32,8013', '34,2374', '32,2774'];['63,5813', '69,109', '66,9116', '62,41', '64,7689', '67,7536', '64,5817', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '62,4753', '71,1173', '69,2837', '68,6546', '67,7275', '66,088', '66,0076', '68,16', '67,0193']
2018;1;27;[0, 0, 0, 3, 43, 48, 0, 30, 5, 3, 15, 81, 0, 1, 3, 1, 0, 55, 0, 9, 0, 5, 0, 2, 8, 2, 0];['35,2572', '35,79', '36,5288', '32,4966', '36,2086', '33,1547', '34,2063', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '30,8409', '35,4698', '33,6167', '32,5116', '35,7152', '36,6997', '32,8013', '34,2374', '32,2774'];['63,5813', '69,109', '66,9116', '62,41', '64,7689', '67,7536', '64,5817', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '62,4753', '71,1173', '69,2837', '68,6546', '66,088', '69,6309', '66,0076', '68,16', '67,0193']
2018;2;3;[81, 3, 8, 13, 9, 30, 48, 9, 0, 17, 1, 0, 0, 12, 1, 87, 0, 10, 0, 0, 10, 47, 23, 0, 3];['35,2572', '35,79', '36,5288', '32,4966', '36,2086', '33,1547', '31,3969', '34,239', '34,5253', '31,0757', '34,9093', '33,3768', '35,0052', '34,8092', '33,9823', '34,3726', '30,8409', '35,4698', '33,6167', '32,5116', '35,0024', '36,6997', '32,8013', '34,2374', '32,2774'];['63,5813', '69,109', '66,9116', '62,41', '64,7689', '67,7536', '64,0428', '62,0679', '69,3433', '65,6926', '69,7471', '69,8967', '71,0407', '70,2703', '69,1949', '70,3664', '62,4753', '71,1173', '69,2837', '68,6546', '68,758', '69,6309', '66,0076', '68,16', '67,0193']
2018;2;10;[9, 2, 2, 33, 25, 0, 0, 42, 0, 3, 0, 0, 0, 3, 8, 0, 59, 0, 12, 0, 0, 6, 80, 7];['36,966', '35,2572', '36,5288', '32,4966', '36,2086', '33,1547', '34,2063', '31,3969', '34,239', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '30,8409', '35,4698', '33,6167', '35,9925', '36,6997', '32,8013', '32,2774'];['73,3417', '63,5813', '66,9116', '62,41', '64,7689', '67,7536', '64,5817', '64,0428', '62,0679', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '62,4753', '71,1173', '69,2837', '67,7275', '69,6309', '66,0076', '67,0193']
2018;2;17;[0, 8, 0, 63, 9, 26, 58, 6, 2, 53, 3, 0, 3, 10, 26, 0, 43, 0, 1, 5, 5, 0, 0];['35,2572', '36,5288', '33,6473', '32,4966', '36,2086', '33,1547', '31,3969', '34,239', '36,7115', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '33,6167', '32,5116', '35,0024', '32,8013', '34,2374', '32,2774'];['63,5813', '66,9116', '66,3457', '62,41', '64,7689', '67,7536', '64,0428', '62,0679', '65,9384', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '69,2837', '68,6546', '68,758', '66,0076', '68,16', '67,0193']
2018;2;24;[3, 9, 3, 30, 27, 25, 41, 0, 40, 2, 9, 1, 0, 3, 3, 3, 0, 39, 7, 0, 0, 3, 19, 0, 2];['35,2572', '35,79', '36,5288', '32,4966', '36,2086', '33,1547', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '35,4698', '33,6167', '35,7152', '36,6997', '32,8013', '34,2374', '32,2774'];['63,5813', '69,109', '66,9116', '62,41', '64,7689', '67,7536', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '71,1173', '69,2837', '66,088', '69,6309', '66,0076', '68,16', '67,0193']
2018;3;3;[5, 2, 4, 50, 4, 31, 40, 12, 9, 61, 2, 0, 19, 18, 0, 0, 41, 6, 2, 17, 8, 10, 26];['35,2572', '35,79', '36,5288', '32,4966', '36,2086', '33,1547', '31,3969', '34,239', '36,7115', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '33,6167', '32,5116', '36,6997', '32,8013', '34,2374', '32,2774'];['63,5813', '69,109', '66,9116', '62,41', '64,7689', '67,7536', '64,0428', '62,0679', '65,9384', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '69,2837', '68,6546', '69,6309', '66,0076', '68,16', '67,0193']
2018;3;10;[0, 5, 0, 85, 11, 56, 78, 17, 12, 0, 42, 1, 1, 0, 13, 9, 0, 46, 1, 18, 7, 0, 0, 14, 4, 22];['35,2572', '35,79', '36,5288', '32,4966', '36,2086', '33,1547', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '30,8409', '33,6167', '32,5116', '35,0024', '36,6997', '32,8013', '34,2374', '32,2774'];['63,5813', '69,109', '66,9116', '62,41', '64,7689', '67,7536', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '62,4753', '69,2837', '68,6546', '68,758', '69,6309', '66,0076', '68,16', '67,0193']
2018;3;17;[0, 0, 0, 0, 9, 37, 5, 9, 1, 6, 0, 0, 0, 0, 2, 0, 1, 9, 1, 0, 0, 0, 0, 0, 10, 0, 0];['35,2572', '35,79', '36,5288', '33,6473', '32,4966', '36,2086', '33,1547', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '30,8409', '35,4698', '33,6167', '32,5116', '35,0024', '36,6997', '32,8013', '34,2374', '32,2774'];['63,5813', '69,109', '66,9116', '66,3457', '62,41', '64,7689', '67,7536', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '62,4753', '71,1173', '69,2837', '68,6546', '68,758', '69,6309', '66,0076', '68,16', '67,0193']
